CodigoCL,TIPO_SENAL,FASE,ACCION,n
CL3945,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL39472,SP-46,INVENTARIO,INVENTARIO,1
CL39472,SP-46,PROGRAMACION,REEMPLAZAR,1
CL39574,SP-46,PROGRAMACION,RETIRAR,1
CL3961,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL3961,SP-46/SR-30,PROGRAMACION,REUBICAR,1
CL3961,SP-46A/SR-30,IMPLEMENTACION,INSTALACION,1
CL39662,SP-59A/SP-46A,IMPLEMENTACION,INSTALACION,1
CL39777,SP-46,PROGRAMACION,MANTENIMIENTO,1
CL3978,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL3978,SP-46A/SR-30,IMPLEMENTACION,REUBICAR,1
CL3979,SP-46/SR-30,PROGRAMACION,REUBICAR,1
CL3979,SP-46A/SR-30,IMPLEMENTACION,INSTALACION,1
CL3987,SP-46/SR-30,PROGRAMACION,REUBICAR,1
CL3987,SP-46A/SR-30,IMPLEMENTACION,INSTALACION,1
CL3988,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL3989,SP-46A/SR-30,IMPLEMENTACION,REUBICAR,1
CL3989,SP-46B,IMPLEMENTACION,REUBICAR,1
CL3992,SP-46,PROGRAMACION,RETIRAR,1
CL3992,SP-46/SR-30,IMPLEMENTACION,INSTALACION,2
CL39945,SP-46A,IMPLEMENTACION,INSTALACION,1
CL39985,SP-46/SR-30,PROGRAMACION,RETIRAR,1
CL39992,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL40014,SP-46,PROGRAMACION,RETIRAR,1
CL40016,SP-46,IMPLEMENTACION,INSTALACION,1
CL40017,SP-46A,IMPLEMENTACION,INSTALACION,1
CL40068,SP-46,PROGRAMACION,MANTENIMIENTO,1
CL4007,SP-46A/SR-30,IMPLEMENTACION,REUBICAR,1
CL40077,SP-46,PROGRAMACION,MANTENIMIENTO,1
CL4010,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL4010,SP-46B,IMPLEMENTACION,INSTALACION,1
CL4013,SP-46,INVENTARIO,INVENTARIO,1
CL40130,SP-46,INVENTARIO,INVENTARIO,1
CL40130,SP-46,PROGRAMACION,MANTENIMIENTO,1
CL40141,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL4015,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL40188,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL40189,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL4022,SP-46,INVENTARIO,INVENTARIO,1
CL40234,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL40301,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL40377,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL40453,SP-46A/SR-30,IMPLEMENTACION,INSTALACION,1
CL40464,SP-46/SR-30,PROGRAMACION,REUBICAR,1
CL40478,SP-46,PROGRAMACION,MANTENIMIENTO,1
CL4048,SP-46,INVENTARIO,INVENTARIO,1
CL40510,SP-46,INVENTARIO,INVENTARIO,1
CL40510,SP-46,PROGRAMACION,REEMPLAZAR,1
CL40510,SP-46,PROGRAMACION,RETIRAR,1
CL40545,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL40546,SP-46,PROGRAMACION,RETIRAR,1
CL40550,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL4056,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL4056,SP-46B,INVENTARIO,INVENTARIO,2
CL40582,SP-46/SR-30,IMPLEMENTACION,INSTALACION,2
CL40585,SP-46A,IMPLEMENTACION,INSTALACION,1
CL40589,SP-46,PROGRAMACION,REEMPLAZAR,1
CL4061,SP-46,INVENTARIO,INVENTARIO,1
CL40614,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL40615,SP-46/SR-30,IMPLEMENTACION,REEMPLAZAR,1
CL40616,SP-46,PROGRAMACION,MANTENIMIENTO,1
CL4068,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL40701,SI-24/SR-30,PROGRAMACION,MANTENIMIENTO,1
CL40701,SI-24/SR-30,PROGRAMACION,REEMPLAZAR,1
CL40702,SI-24/SR-30,PROGRAMACION,MANTENIMIENTO,2
CL40702,SI-24/SR-30,PROGRAMACION,RETIRAR,1
CL40702,SP-46/SR-30,IMPLEMENTACION,INSTALACION,2
CL40718,SP-46,PROGRAMACION,REEMPLAZAR,1
CL40747,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL40768,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL40819,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL4086,SP-46,INVENTARIO,INVENTARIO,2
CL40865,SI-24/SR-30,INVENTARIO,INVENTARIO,1
CL40865,SI-24/SR-30,PROGRAMACION,MANTENIMIENTO,1
CL40865,SI-24/SR-30,PROGRAMACION,REEMPLAZAR,1
CL40865,SI-24/SR-30,PROGRAMACION,RETIRAR,1
CL40865,SP-46/SR-30,IMPLEMENTACION,INSTALACION,2
CL40879,SP-46/SR-30,IMPLEMENTACION,REEMPLAZAR,1
CL40882,SP-46/SR-30,INVENTARIO,INVENTARIO,2
CL40947,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL40971,SP-46,INVENTARIO,INVENTARIO,1
CL40971,SP-46,PROGRAMACION,MANTENIMIENTO,2
CL41011,SP-46,IMPLEMENTACION,INSTALACION,1
CL41066,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL41066,SP-46/SR-30,PROGRAMACION,MANTENIMIENTO,1
CL41097,SP-46,INVENTARIO,INVENTARIO,1
CL41112,SP-46,PROGRAMACION,MANTENIMIENTO,1
CL41127,SP-46,IMPLEMENTACION,REEMPLAZAR,1
CL41127,SP-46,PROGRAMACION,REEMPLAZAR,1
CL41203,SP-46,PROGRAMACION,REEMPLAZAR,1
CL41219,SP-46,IMPLEMENTACION,REEMPLAZAR,1
CL41219,SP-46,INVENTARIO,INVENTARIO,1
CL4129,SP-46,INVENTARIO,INVENTARIO,1
CL41298,SP-46,PROGRAMACION,REEMPLAZAR,1
CL4136,SP-46,INVENTARIO,INVENTARIO,1
CL4142,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL41442,SP-46,IMPLEMENTACION,INSTALACION,1
CL41443,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL41557,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL41638,SP-46A/SR-30,IMPLEMENTACION,INSTALACION,1
CL41639,SP-46A/SR-30,IMPLEMENTACION,INSTALACION,1
CL41639,SP-46B,IMPLEMENTACION,INSTALACION,2
CL4166,SP-46,PROGRAMACION,RETIRAR,1
CL41731,SI-24/SR-30,INVENTARIO,INVENTARIO,2
CL41731,SI-24/SR-30,PROGRAMACION,MANTENIMIENTO,2
CL41759,SP-46,INVENTARIO,INVENTARIO,2
CL41759,SP-46,PROGRAMACION,REEMPLAZAR,1
CL41759,SP-46,PROGRAMACION,RETIRAR,1
CL41759,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL41802,SP-46,IMPLEMENTACION,INSTALACION,1
CL41802,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL4186,SP-46A/SP-25,IMPLEMENTACION,INSTALACION,1
CL41887,SP-46,IMPLEMENTACION,REUBICAR,1
CL41964,SI-24/SR-30,INVENTARIO,INVENTARIO,1
CL41964,SI-24/SR-30,PROGRAMACION,REEMPLAZAR,1
CL41966,SP-46/SR-30,PROGRAMACION,MANTENIMIENTO,1
CL41986,SP-46A/SR-30,IMPLEMENTACION,INSTALACION,1
CL41986,SP-46B,IMPLEMENTACION,INSTALACION,2
CL42017,SP-46A/SP-24,IMPLEMENTACION,INSTALACION,1
CL42051,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL42121,SP-46A,IMPLEMENTACION,INSTALACION,1
CL42149,SP-46A/SP-24,IMPLEMENTACION,INSTALACION,2
CL42187,SI-24/SR-30,INVENTARIO,INVENTARIO,4
CL42188,SP-46A/SR-30,IMPLEMENTACION,INSTALACION,1
CL42220,SP-46A,IMPLEMENTACION,INSTALACION,1
CL42220,SP-46B,IMPLEMENTACION,INSTALACION,2
CL42240,SP-46A,IMPLEMENTACION,INSTALACION,1
CL4229,SP-46A/SP-24,IMPLEMENTACION,INSTALACION,1
CL42296,SP-46A/SR-30,IMPLEMENTACION,INSTALACION,1
CL42300,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL42307,SP-46A,IMPLEMENTACION,INSTALACION,1
CL42315,SP-46A/SP-24,IMPLEMENTACION,INSTALACION,2
CL42375,SP-46,IMPLEMENTACION,REUBICAR,1
CL42379,SP-59/SP-46A,IMPLEMENTACION,INSTALACION,1
CL42420,SP-46A/SP-24,IMPLEMENTACION,INSTALACION,1
CL42471,SP-59/SP-46A,IMPLEMENTACION,INSTALACION,1
CL42473,SP-46A/SP-24,IMPLEMENTACION,INSTALACION,1
CL42552,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL42591,SP-46,PROGRAMACION,MANTENIMIENTO,1
CL42591,SP-46A/SR-30,IMPLEMENTACION,INSTALACION,1
CL42598,SP-46,PROGRAMACION,RETIRAR,2
CL42623,SP-46B,IMPLEMENTACION,INSTALACION,2
CL42636,SP-46,INVENTARIO,INVENTARIO,1
CL42636,SP-46A/SR-30,IMPLEMENTACION,INSTALACION,1
CL42678,SP-46,PROGRAMACION,RETIRAR,1
CL42712,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL42713,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL4276,SP-46/SR-30,IMPLEMENTACION,INSTALACION,2
CL4277,SP-46A/SP-24,IMPLEMENTACION,INSTALACION,1
CL4277,SP-46B,IMPLEMENTACION,INSTALACION,2
CL42770,SI-24/SR-30,INVENTARIO,INVENTARIO,2
CL42778,SI-24/SR-30,INVENTARIO,INVENTARIO,2
CL42780,SI-24/SR-30,INVENTARIO,INVENTARIO,1
CL42780,SI-24/SR-30,PROGRAMACION,MANTENIMIENTO,1
CL42790,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL42793,SI-24/SR-30,INVENTARIO,INVENTARIO,2
CL42793,SI-24/SR-30,PROGRAMACION,MANTENIMIENTO,3
CL42793,SI-24/SR-30,PROGRAMACION,REEMPLAZAR,1
CL42804,SI-24/SR-30,PROGRAMACION,REEMPLAZAR,1
CL42804,SP-46/SR-30,IMPLEMENTACION,INSTALACION,2
CL42813,SP-46,PROGRAMACION,RETIRAR,1
CL42837,SP-46,INVENTARIO,INVENTARIO,1
CL42846,SP-46,PROGRAMACION,MANTENIMIENTO,1
CL42863,SP-46,INVENTARIO,INVENTARIO,1
CL42953,SP-46/SR-30,IMPLEMENTACION,REEMPLAZAR,1
CL43093,SP-46,PROGRAMACION,REEMPLAZAR,1
CL43102,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL43115,SP-46,PROGRAMACION,REEMPLAZAR,1
CL43162,SP-46/SR-30,INVENTARIO,INVENTARIO,2
CL43227,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL4324,SP-46,PROGRAMACION,REEMPLAZAR,1
CL43280,SP-46,INVENTARIO,INVENTARIO,1
CL43289,SP-46,INVENTARIO,INVENTARIO,2
CL43293,SP-46,PROGRAMACION,REEMPLAZAR,1
CL43324,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL4333,SI-24,INVENTARIO,INVENTARIO,2
CL4333,SP-46,PROGRAMACION,RETIRAR,2
CL43334,SP-59/SP-46A,IMPLEMENTACION,INSTALACION,1
CL4334,SP-46,IMPLEMENTACION,INSTALACION,1
CL43376,SP-46,IMPLEMENTACION,INSTALACION,1
CL43376,SP-46,PROGRAMACION,RETIRAR,1
CL43389,SP-46/SR-30,INVENTARIO,INVENTARIO,2
CL43397,SI-24/SR-30,INVENTARIO,INVENTARIO,4
CL43397,SI-24/SR-30,PROGRAMACION,MANTENIMIENTO,1
CL43404,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL43404,SP-46/SR-30,PROGRAMACION,RETIRAR,1
CL4341,SI-24,PROGRAMACION,MANTENIMIENTO,1
CL4341,SI-24 PLAQUETA,INVENTARIO,INVENTARIO,1
CL43422,SP-46B,IMPLEMENTACION,INSTALACION,1
CL43423,SP-46A,IMPLEMENTACION,INSTALACION,1
CL43423,SP-46B,IMPLEMENTACION,INSTALACION,1
CL43433,SP-46,PROGRAMACION,RETIRAR,1
CL43433,SP-46/SR-30,INVENTARIO,INVENTARIO,2
CL43435,SP-46/SR-30,PROGRAMACION,MANTENIMIENTO,1
CL43435,SP-46/SR-30,PROGRAMACION,REEMPLAZAR,1
CL43441,SP-46/SR-30,PROGRAMACION,RETIRAR,1
CL43442,SP-46,PROGRAMACION,MANTENIMIENTO,1
CL43442,SP-46/SR-30,PROGRAMACION,RETIRAR,1
CL43444,SP-46,PROGRAMACION,MANTENIMIENTO,1
CL43468,SP-46/SR-30,PROGRAMACION,MANTENIMIENTO,1
CL43485,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL43493,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL43625,SI-24/SR-30,PROGRAMACION,MANTENIMIENTO,1
CL43625,SI-24/SR-30,PROGRAMACION,REEMPLAZAR,2
CL43626,SI-24/SR-30,INVENTARIO,INVENTARIO,1
CL43635,SI-24/SR-30,INVENTARIO,INVENTARIO,1
CL43636,SI-24/SR-30,PROGRAMACION,MANTENIMIENTO,1
CL4370,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL43706,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL43706,SP-46/SR-30,PROGRAMACION,MANTENIMIENTO,1
CL43751,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL43769,SP-46,INVENTARIO,INVENTARIO,1
CL43770,SP-46,INVENTARIO,INVENTARIO,1
CL43855,SP-46,PROGRAMACION,RETIRAR,1
CL43857,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL43973,SP-46A,IMPLEMENTACION,REEMPLAZAR,1
CL43983,SP-46A,IMPLEMENTACION,INSTALACION,1
CL44103,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL44115,SP-46,INVENTARIO,INVENTARIO,1
CL44115,SP-46,PROGRAMACION,MANTENIMIENTO,1
CL44120,SP-46,INVENTARIO,INVENTARIO,1
CL44120,SP-46,PROGRAMACION,MANTENIMIENTO,1
CL44120,SP-46/SR-30,INVENTARIO,INVENTARIO,2
CL44151,SP-46/SR-30,INVENTARIO,INVENTARIO,2
CL44157,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL44162,SP-46,INVENTARIO,INVENTARIO,1
CL44173,SP-46/SR-30,IMPLEMENTACION,INSTALACION,2
CL44176,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL44177,SP-46A/SR-30,IMPLEMENTACION,INSTALACION,1
CL44187,SP-46,INVENTARIO,INVENTARIO,1
CL4419,SP-46A/SR-30,IMPLEMENTACION,INSTALACION,1
CL44212,SP-46,INVENTARIO,INVENTARIO,1
CL44213,SP-46,INVENTARIO,INVENTARIO,1
CL44217,SP-46,PROGRAMACION,REEMPLAZAR,1
CL44225,SP-46,INVENTARIO,INVENTARIO,1
CL44225,SP-46,PROGRAMACION,RETIRAR,1
CL44251,SP-46/SR-30,PROGRAMACION,MANTENIMIENTO,1
CL4426,SP-46,IMPLEMENTACION,INSTALACION,1
CL4437,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL44452,SP-46,PROGRAMACION,REEMPLAZAR,1
CL44452,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL44453,SP-46,PROGRAMACION,RETIRAR,1
CL44453,SP-46/SR-30,INVENTARIO,INVENTARIO,2
CL44454,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL44456,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL44462,SP-46/SR-30,INVENTARIO,INVENTARIO,2
CL44484,SP-46/SR-30,PROGRAMACION,RETIRAR,1
CL44485,SP-46/SR-30,IMPLEMENTACION,INSTALACION,2
CL44486,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL44489,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL44490,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL44497,SP-46/SR-30,INVENTARIO,INVENTARIO,2
CL44500,SP-46/SR-30,PROGRAMACION,REEMPLAZAR,1
CL44527,SP-46A/SR-30,IMPLEMENTACION,INSTALACION,1
CL44533,SP-46/SR-30,PROGRAMACION,MANTENIMIENTO,1
CL44537,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL44541,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL44573,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL44573,SP-46/SR-30,PROGRAMACION,MANTENIMIENTO,1
CL44574,SP-46/SR-30,PROGRAMACION,REEMPLAZAR,1
CL44578,SP-46/SR-30,PROGRAMACION,MANTENIMIENTO,1
CL4459,SP-46,IMPLEMENTACION,INSTALACION,1
CL44608,SP-46,INVENTARIO,INVENTARIO,1
CL44614,SP-46,PROGRAMACION,MANTENIMIENTO,1
CL44615,SP-46,PROGRAMACION,MANTENIMIENTO,1
CL44616,SP-46,PROGRAMACION,MANTENIMIENTO,1
CL44621,SP-46,INVENTARIO,INVENTARIO,1
CL44621,SP-46,PROGRAMACION,MANTENIMIENTO,2
CL44633,SP-46,PROGRAMACION,MANTENIMIENTO,1
CL44634,SP-46,IMPLEMENTACION,INSTALACION,1
CL44635,SP-46,INVENTARIO,INVENTARIO,1
CL44643,SP-46,PROGRAMACION,MANTENIMIENTO,1
CL44644,SP-46,PROGRAMACION,REEMPLAZAR,2
CL44653,SP-46,INVENTARIO,INVENTARIO,1
CL44677,SP-46/SR-30,PROGRAMACION,REEMPLAZAR,1
CL44677,SP-46/SR-30,PROGRAMACION,REUBICAR,1
CL44678,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL44681,SP-46/SR-30,IMPLEMENTACION,INSTALACION,2
CL44683,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL44695,SP-46,INVENTARIO,INVENTARIO,1
CL44695,SP-46,PROGRAMACION,REEMPLAZAR,1
CL44695,SP-46,PROGRAMACION,RETIRAR,1
CL44699,SP-46,PROGRAMACION,REEMPLAZAR,1
CL44700,SP-46,PROGRAMACION,REEMPLAZAR,1
CL44701,SP-46,PROGRAMACION,REEMPLAZAR,1
CL44702,SP-46,INVENTARIO,INVENTARIO,1
CL44702,SP-46,PROGRAMACION,RETIRAR,1
CL44705,SP-46,INVENTARIO,INVENTARIO,1
CL44705,SP-46,PROGRAMACION,REEMPLAZAR,1
CL44705,SP-46,PROGRAMACION,RETIRAR,1
CL4472,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL44723,SI-24/SR-30,INVENTARIO,INVENTARIO,2
CL4475,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL44758,SP-46,INVENTARIO,INVENTARIO,1
CL44758,SP-46,PROGRAMACION,MANTENIMIENTO,1
CL44758,SP-46,PROGRAMACION,RETIRAR,2
CL44761,SP-46,IMPLEMENTACION,INSTALACION,2
CL44773,SP-46A,IMPLEMENTACION,INSTALACION,1
CL44775,SP-46/SR-30,IMPLEMENTACION,REEMPLAZAR,2
CL44795,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL44795,SP-46/SR-30,INVENTARIO,INVENTARIO,3
CL44795,SP-46/SR-30,PROGRAMACION,REEMPLAZAR,1
CL4480,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL44810,SP-46/SR-30,INVENTARIO,INVENTARIO,2
CL44814,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL44832,SP-46,INVENTARIO,INVENTARIO,1
CL44843,SP-46,PROGRAMACION,RETIRAR,1
CL44843,SP-46A,IMPLEMENTACION,INSTALACION,1
CL44843,SP-59A/SP-46A,IMPLEMENTACION,INSTALACION,1
CL44845,SP-46,PROGRAMACION,RETIRAR,1
CL44845,SP-46B,IMPLEMENTACION,INSTALACION,2
CL44846,SP-46/SR-30,PROGRAMACION,RETIRAR,1
CL44861,SI-24/SR-30,INVENTARIO,INVENTARIO,1
CL44862,SI-24/SR-30,INVENTARIO,INVENTARIO,1
CL44868,SP-46/SR-30,IMPLEMENTACION,INSTALACION,2
CL44868,SP-46/SR-30,IMPLEMENTACION,REEMPLAZAR,1
CL44879,SP-46/SR-30,PROGRAMACION,MANTENIMIENTO,1
CL4488,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL44880,SP-46,IMPLEMENTACION,INSTALACION,1
CL4489,SP-46,IMPLEMENTACION,INSTALACION,1
CL44911,SP-46,PROGRAMACION,RETIRAR,1
CL44928,SP-46,IMPLEMENTACION,INSTALACION,1
CL44947,SP-46,PROGRAMACION,MANTENIMIENTO,1
CL44949,SP-46/SR-30,PROGRAMACION,RETIRAR,1
CL44963,SP-46,IMPLEMENTACION,INSTALACION,1
CL44977,SP-46/SR-30,PROGRAMACION,RETIRAR,1
CL44981,SP-46,IMPLEMENTACION,INSTALACION,1
CL45006,SP-46/SR-30,IMPLEMENTACION,REEMPLAZAR,1
CL45053,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL45113,SP-46,PROGRAMACION,REEMPLAZAR,1
CL4517,SP-46,INVENTARIO,INVENTARIO,2
CL45171,SP-46/SR-30,IMPLEMENTACION,INSTALACION,2
CL45223,SP-46,IMPLEMENTACION,INSTALACION,1
CL45223,SP-46,PROGRAMACION,REEMPLAZAR,1
CL45259,SP-46,INVENTARIO,INVENTARIO,2
CL4526,SI-24,INVENTARIO,INVENTARIO,1
CL45262,SP-46,IMPLEMENTACION,INSTALACION,2
CL45262,SP-46,IMPLEMENTACION,REEMPLAZAR,1
CL45262,SP-46,INVENTARIO,INVENTARIO,2
CL45262,SP-46,PROGRAMACION,REEMPLAZAR,2
CL45269,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL4527,SP-46,IMPLEMENTACION,INSTALACION,2
CL45282,SP-46/SR-30,PROGRAMACION,REEMPLAZAR,1
CL45315,SP-46,PROGRAMACION,MANTENIMIENTO,1
CL45319,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL45319,SP-46/SR-30,PROGRAMACION,REEMPLAZAR,1
CL4532,SP-46,PROGRAMACION,RETIRAR,1
CL45330,SP-46A/SR-30,IMPLEMENTACION,INSTALACION,1
CL4534,SP-46,INVENTARIO,INVENTARIO,1
CL45342,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL45342,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL45343,SP-46/SR-30,IMPLEMENTACION,REEMPLAZAR,1
CL45344,SP-46,PROGRAMACION,REEMPLAZAR,1
CL45349,SP-46,IMPLEMENTACION,INSTALACION,1
CL45349,SP-46,INVENTARIO,INVENTARIO,2
CL4535,SP-46,INVENTARIO,INVENTARIO,2
CL45355,SP-59A/SP-46A,IMPLEMENTACION,INSTALACION,1
CL45356,SP-46A/SP-24,IMPLEMENTACION,INSTALACION,1
CL45368,SP-46A/SP-24,IMPLEMENTACION,INSTALACION,1
CL45369,SP-46A/SR-30,IMPLEMENTACION,INSTALACION,1
CL45369,SP-59A/SP-46A,IMPLEMENTACION,INSTALACION,1
CL4537,SI-24,INVENTARIO,INVENTARIO,2
CL45372,SP-46,PROGRAMACION,REEMPLAZAR,1
CL45382,SP-46,IMPLEMENTACION,INSTALACION,1
CL45389,SP-59A/SP-46A,IMPLEMENTACION,INSTALACION,1
CL45395,SP-59A/SP-46A,IMPLEMENTACION,INSTALACION,1
CL45397,SP-46,INVENTARIO,INVENTARIO,1
CL4540,SI-24,PROGRAMACION,MANTENIMIENTO,1
CL4540,SP-46,INVENTARIO,INVENTARIO,1
CL45415,SP-46A/SR-30,IMPLEMENTACION,INSTALACION,1
CL45424,SP-46,IMPLEMENTACION,INSTALACION,1
CL45425,SP-46/SR-30,INVENTARIO,INVENTARIO,2
CL45452,SP-46A/SR-30,IMPLEMENTACION,INSTALACION,1
CL45452,SP-59A/SP-46A,IMPLEMENTACION,INSTALACION,1
CL45461,SP-46,IMPLEMENTACION,INSTALACION,1
CL4551,SP-46,IMPLEMENTACION,REUBICAR,1
CL4553,SP-46,IMPLEMENTACION,INSTALACION,1
CL4553,SP-46,INVENTARIO,INVENTARIO,1
CL4554,SP-46,IMPLEMENTACION,INSTALACION,2
CL4554,SP-46,IMPLEMENTACION,MANTENIMIENTO,1
CL4554,SP-46,INVENTARIO,INVENTARIO,2
CL45545,SP-46A/SR-30,IMPLEMENTACION,INSTALACION,1
CL45561,SP-46A/SP-24,IMPLEMENTACION,INSTALACION,1
CL45574,SI-24/SR-30,INVENTARIO,INVENTARIO,2
CL45574,SP-46,IMPLEMENTACION,REUBICAR,2
CL45574,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL45574,SP-46/SR-30,IMPLEMENTACION,REEMPLAZAR,2
CL45574,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL45594,SP-46A/SR-30,IMPLEMENTACION,INSTALACION,1
CL45631,SI-24/SR-30,INVENTARIO,INVENTARIO,1
CL45631,SP-46,IMPLEMENTACION,REUBICAR,1
CL45686,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL45699,SP-46,PROGRAMACION,REEMPLAZAR,1
CL4572,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL45721,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL45722,SP-46/SR-30,PROGRAMACION,MANTENIMIENTO,1
CL45744,SP-46,PROGRAMACION,MANTENIMIENTO,1
CL45756,SP-46/SR-30,INVENTARIO,INVENTARIO,3
CL45756,SP-46A/SP-24,IMPLEMENTACION,INSTALACION,1
CL45756,SP-59A/SP-46A,IMPLEMENTACION,INSTALACION,1
CL45766,SP-46,IMPLEMENTACION,REUBICAR,1
CL45777,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL45783,SP-46,INVENTARIO,INVENTARIO,3
CL45783,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL45789,SP-46,IMPLEMENTACION,INSTALACION,1
CL45848,SP-46,PROGRAMACION,RETIRAR,1
CL45862,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL45866,SP-46,IMPLEMENTACION,INSTALACION,1
CL45943,SP-46,INVENTARIO,INVENTARIO,2
CL45980,SP-46,INVENTARIO,INVENTARIO,1
CL45980,SP-46,PROGRAMACION,MANTENIMIENTO,1
CL45999,SP-46,IMPLEMENTACION,INSTALACION,1
CL45999,SP-46,INVENTARIO,INVENTARIO,2
CL45999,SP-46,PROGRAMACION,RETIRAR,1
CL46005,SP-46,INVENTARIO,INVENTARIO,1
CL46013,SP-46,IMPLEMENTACION,REUBICAR,1
CL46031,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL46034,SP-46,PROGRAMACION,REEMPLAZAR,1
CL46038,SP-46/SR-30,PROGRAMACION,RETIRAR,1
CL46049,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL46049,SP-46/SR-30,INVENTARIO,INVENTARIO,2
CL4606,SP-46,PROGRAMACION,RETIRAR,1
CL46061,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL46086,SP-46,IMPLEMENTACION,INSTALACION,1
CL46125,SP-46,PROGRAMACION,RETIRAR,1
CL46134,SP-46,IMPLEMENTACION,REUBICAR,1
CL46134,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL46160,SP-46/SR-30,IMPLEMENTACION,INSTALACION,2
CL46164,SP-46/SR-30,INVENTARIO,INVENTARIO,1
