CodigoCL,TIPO_SENAL,FASE,ACCION,n
CL54631,SP-46,PROGRAMACION,RETIRAR,1
CL54636,SP-46,INVENTARIO,INVENTARIO,1
CL54644,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL5465,SI-24,INVENTARIO,INVENTARIO,1
CL5465,SI-24,PROGRAMACION,MANTENIMIENTO,1
CL54651,SI-24,INVENTARIO,INVENTARIO,1
CL54651,SI-24,PROGRAMACION,REEMPLAZAR,1
CL54651,SP-46,PROGRAMACION,MANTENIMIENTO,1
CL54674,SP-46,INVENTARIO,INVENTARIO,1
CL54683,SP-46/SR-30,IMPLEMENTACION,INSTALACION,2
CL54688,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL54688,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL54695,SP-46,IMPLEMENTACION,REEMPLAZAR,1
CL54695,SP-46,PROGRAMACION,RETIRAR,1
CL54702,SP-46,INVENTARIO,INVENTARIO,2
CL54747,SI-24/SR-30,PROGRAMACION,MANTENIMIENTO,1
CL54748,SI-24,PROGRAMACION,MANTENIMIENTO,1
CL54748,SI-24/SR-30,PROGRAMACION,REEMPLAZAR,2
CL54752,SP-46,INVENTARIO,INVENTARIO,1
CL54752,SP-46,PROGRAMACION,MANTENIMIENTO,1
CL54777,SP-46,INVENTARIO,INVENTARIO,1
CL54780,SP-46,PROGRAMACION,RETIRAR,1
CL54780,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL54799,SP-46/SR-30,PROGRAMACION,RETIRAR,1
CL54816,SI-24/SR-30,INVENTARIO,INVENTARIO,1
CL54829,SP-46,INVENTARIO,INVENTARIO,1
CL54833,SP-46/SR-30,PROGRAMACION,RETIRAR,1
CL54836,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL54841,SP-46,PROGRAMACION,REUBICAR,1
CL54860,SI-24/SR-30,INVENTARIO,INVENTARIO,1
CL54860,SI-24/SR-30,PROGRAMACION,REEMPLAZAR,1
CL54873,SP-46,PROGRAMACION,RETIRAR,1
CL54900,SP-46,INVENTARIO,INVENTARIO,1
CL54900,SP-46,PROGRAMACION,RETIRAR,1
CL54914,SP-46,IMPLEMENTACION,INSTALACION,1
CL54929,SP-46/SR-30,IMPLEMENTACION,REEMPLAZAR,1
CL54947,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL54959,SP-46/SR-30,IMPLEMENTACION,INSTALACION,3
CL54977,SP-46/SR-30,IMPLEMENTACION,INSTALACION,2
CL54979,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL5498,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL5499,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL54990,SP-46/SR-30,INVENTARIO,INVENTARIO,2
CL54993,SP-46,IMPLEMENTACION,INSTALACION,1
CL54993,SP-46/SR-30,INVENTARIO,INVENTARIO,3
CL54994,SP-46,IMPLEMENTACION,INSTALACION,1
CL55000,SP-46/SR-30,INVENTARIO,INVENTARIO,2
CL55005,SP-46,INVENTARIO,INVENTARIO,1
CL55005,SP-46,PROGRAMACION,RETIRAR,1
CL55018,SP-46/SR-30,PROGRAMACION,MANTENIMIENTO,1
CL55053,SP-46,PROGRAMACION,REEMPLAZAR,1
CL55061,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL55115,SP-46/SR-30,IMPLEMENTACION,INSTALACION,2
CL55115,SP-46/SR-30,PROGRAMACION,MANTENIMIENTO,1
CL55118,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL55118,SP-46/SR-30,PROGRAMACION,MANTENIMIENTO,1
CL55192,SP-46,INVENTARIO,INVENTARIO,2
CL55192,SP-46,PROGRAMACION,RETIRAR,1
CL55206,SP-46/SR-30,PROGRAMACION,MANTENIMIENTO,1
CL55226,SP-46,INVENTARIO,INVENTARIO,1
CL55233,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL55234,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL55234,SP-46/SR-30,INVENTARIO,INVENTARIO,2
CL55272,SP-46,PROGRAMACION,MANTENIMIENTO,1
CL55284,SP-46,INVENTARIO,INVENTARIO,1
CL55284,SP-46,PROGRAMACION,RETIRAR,2
CL55284,SP-46/SR-30,INVENTARIO,INVENTARIO,2
CL55315,SP-46,INVENTARIO,INVENTARIO,1
CL55325,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL55328,SP-46/SR-30,IMPLEMENTACION,REEMPLAZAR,1
CL55328,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL55388,SP-46,INVENTARIO,INVENTARIO,1
CL55388,SP-46,PROGRAMACION,RETIRAR,1
CL55388,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL55418,SP-46,IMPLEMENTACION,INSTALACION,1
CL55422,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL55422,SP-46/SR-30,PROGRAMACION,REEMPLAZAR,1
CL55426,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL55442,SP-46,PROGRAMACION,MANTENIMIENTO,1
CL55442,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL55466,SP-46,INVENTARIO,INVENTARIO,1
CL55466,SP-46,PROGRAMACION,REEMPLAZAR,1
CL55466,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL55475,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL55487,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL55487,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL55491,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL55513,SP-46,INVENTARIO,INVENTARIO,1
CL55513,SP-46,PROGRAMACION,RETIRAR,1
CL55514,SP-46,PROGRAMACION,REEMPLAZAR,1
CL55515,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL55522,SP-46,PROGRAMACION,RETIRAR,1
CL55554,SP-46,INVENTARIO,INVENTARIO,1
CL55560,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL55574,SP-46/SR-30,PROGRAMACION,MANTENIMIENTO,1
CL55575,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL55599,SP-46,INVENTARIO,INVENTARIO,2
CL55599,SP-46,PROGRAMACION,RETIRAR,1
CL55615,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL55615,SP-46/SR-30,PROGRAMACION,MANTENIMIENTO,1
CL55619,SP-46,PROGRAMACION,REEMPLAZAR,1
CL55620,SP-46,PROGRAMACION,RETIRAR,1
CL55659,SP-46/SR-30,PROGRAMACION,MANTENIMIENTO,1
CL55668,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL55668,SP-46/SR-30,PROGRAMACION,MANTENIMIENTO,1
CL55681,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL55696,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL557,SP-46/SR-30,IMPLEMENTACION,INSTALACION,2
CL557,SP-46/SR-30,INVENTARIO,INVENTARIO,2
CL55703,SP-46/SR-30,PROGRAMACION,MANTENIMIENTO,1
CL55705,SP-46,PROGRAMACION,RETIRAR,1
CL55739,SP-46,INVENTARIO,INVENTARIO,1
CL55739,SP-46,PROGRAMACION,RETIRAR,1
CL55746,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL55751,SI-24/SR-30,IMPLEMENTACION,INSTALACION,1
CL55751,SI-24/SR-30,PROGRAMACION,REEMPLAZAR,2
CL55792,SP-46,INVENTARIO,INVENTARIO,1
CL55792,SP-46,PROGRAMACION,RETIRAR,2
CL55795,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL55846,SP-46,INVENTARIO,INVENTARIO,1
CL55846,SP-46,PROGRAMACION,REEMPLAZAR,1
CL55888,SI-24/SR-30,IMPLEMENTACION,INSTALACION,2
CL55888,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL55895,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL55964,SP-46,PROGRAMACION,REEMPLAZAR,1
CL55965,SI-24/SR-30,INVENTARIO,INVENTARIO,1
CL55965,SI-24/SR-30,PROGRAMACION,MANTENIMIENTO,2
CL55965,SI-24/SR-30,PROGRAMACION,REEMPLAZAR,3
CL55993,SP-46,INVENTARIO,INVENTARIO,1
CL55993,SP-46,PROGRAMACION,REEMPLAZAR,1
CL56012,SI-24/SR-30,INVENTARIO,INVENTARIO,2
CL56012,SP-46,PROGRAMACION,REEMPLAZAR,1
CL56015,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL56027,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL56031,SP-46,INVENTARIO,INVENTARIO,1
CL56044,SP-46,PROGRAMACION,RETIRAR,1
CL56054,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL56065,SP-46,PROGRAMACION,REEMPLAZAR,2
CL56065,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL56095,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL56098,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL56116,SP-46,IMPLEMENTACION,REEMPLAZAR,1
CL56133,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL56145,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL56148,SP-46,IMPLEMENTACION,INSTALACION,1
CL56155,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL56161,SP-46,IMPLEMENTACION,REUBICAR,1
CL56161,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL56166,SP-46,IMPLEMENTACION,INSTALACION,2
CL56166,SP-46,INVENTARIO,INVENTARIO,1
CL56175,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL56185,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL56193,SP-46,IMPLEMENTACION,INSTALACION,1
CL56193,SP-46,INVENTARIO,INVENTARIO,1
CL56194,SP-46,INVENTARIO,INVENTARIO,1
CL56212,SP-46,INVENTARIO,INVENTARIO,2
CL56215,SP-46,IMPLEMENTACION,REUBICAR,1
CL56215,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL5623,SP-46,INVENTARIO,INVENTARIO,1
CL56260,SP-46,PROGRAMACION,RETIRAR,1
CL56283,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL56288,SP-46/SR-30,PROGRAMACION,RETIRAR,2
CL56295,SP-46,IMPLEMENTACION,REUBICAR,1
CL56346,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL56408,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL5641,SP-46,INVENTARIO,INVENTARIO,1
CL56543,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL56543,SP-46/SR-30,IMPLEMENTACION,REEMPLAZAR,2
CL56543,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL56555,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL5657,SP-46,INVENTARIO,INVENTARIO,1
CL5658,SP-46,IMPLEMENTACION,INSTALACION,1
CL56599,SP-46,IMPLEMENTACION,INSTALACION,1
CL56614,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL56630,SP-46,IMPLEMENTACION,INSTALACION,1
CL56630,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL56630,SP-46/SR-30,PROGRAMACION,REEMPLAZAR,1
CL56655,SP-46,IMPLEMENTACION,INSTALACION,1
CL56656,SP-46,IMPLEMENTACION,INSTALACION,1
CL56692,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL56701,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL56703,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL56754,SP-46,IMPLEMENTACION,REEMPLAZAR,1
CL56754,SP-46,INVENTARIO,INVENTARIO,1
CL56763,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL56807,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL56837,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL56837,SP-46/SR-30,INVENTARIO,INVENTARIO,2
CL56839,SI-24/SR-30,PROGRAMACION,REEMPLAZAR,1
CL56878,SI-24/SR-30,INVENTARIO,INVENTARIO,2
CL56878,SI-24/SR-30,PROGRAMACION,MANTENIMIENTO,1
CL56897,SP-46/SR-30,INVENTARIO,INVENTARIO,2
CL56900,SP-46A/SP-24,IMPLEMENTACION,INSTALACION,1
CL56934,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL56934,SP-46/SR-30,PROGRAMACION,RETIRAR,1
CL56954,SP-46,PROGRAMACION,RETIRAR,1
CL56973,SP-46/SR-30,PROGRAMACION,MANTENIMIENTO,1
CL57002,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL57011,SI-24/SR-30,IMPLEMENTACION,INSTALACION,1
CL57011,SI-24/SR-30,INVENTARIO,INVENTARIO,4
CL57011,SI-24/SR-30,PROGRAMACION,REEMPLAZAR,1
CL57011,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL57011,SP-46A/SP-24,IMPLEMENTACION,INSTALACION,1
CL57011,SP-46B,IMPLEMENTACION,INSTALACION,2
CL57015,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL57027,SP-46/SR-30,IMPLEMENTACION,REEMPLAZAR,1
CL57047,SP-46,IMPLEMENTACION,INSTALACION,1
CL57047,SP-46,INVENTARIO,INVENTARIO,1
CL57047,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL57076,SI-24,PROGRAMACION,REEMPLAZAR,1
CL57089,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL57098,SP-46,IMPLEMENTACION,REUBICAR,1
CL5710,SP-46B,IMPLEMENTACION,INSTALACION,1
CL57115,SP-46,INVENTARIO,INVENTARIO,1
CL57133,SP-46,INVENTARIO,INVENTARIO,1
CL57143,SP-46/SR-30,IMPLEMENTACION,INSTALACION,2
CL57143,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL57144,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL57144,SP-46/SR-30,IMPLEMENTACION,REEMPLAZAR,1
CL57168,SP-46,INVENTARIO,INVENTARIO,1
CL57168,SP-46,PROGRAMACION,RETIRAR,1
CL57177,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL57194,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL57230,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL57242,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL57245,SP-46/SR-30,PROGRAMACION,REEMPLAZAR,1
CL57245,SP-46/SR-30,PROGRAMACION,RETIRAR,1
CL57273,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL57289,SP-46,PROGRAMACION,MANTENIMIENTO,1
CL57289,SP-46,PROGRAMACION,RETIRAR,1
CL57290,SP-46,IMPLEMENTACION,INSTALACION,2
CL57292,SP-46,PROGRAMACION,REEMPLAZAR,2
CL57292,SP-46,PROGRAMACION,RETIRAR,1
CL57299,SP-46,PROGRAMACION,MANTENIMIENTO,1
CL57299,SP-46,PROGRAMACION,REEMPLAZAR,2
CL57302,SP-59A/SP-46A,IMPLEMENTACION,INSTALACION,1
CL57320,SP-46A/SP-24,IMPLEMENTACION,INSTALACION,1
CL57320,SP-46B,IMPLEMENTACION,INSTALACION,1
CL57325,SP-46,PROGRAMACION,RETIRAR,1
CL57340,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL57342,SI-24,PROGRAMACION,REEMPLAZAR,1
CL57348,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL57356,SP-46,IMPLEMENTACION,INSTALACION,1
CL57366,SP-46/SR-30,PROGRAMACION,RETIRAR,2
CL57384,SP-46,IMPLEMENTACION,INSTALACION,1
CL57445,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL57456,SP-46B,IMPLEMENTACION,INSTALACION,1
CL57482,SP-46/SR-30,PROGRAMACION,MANTENIMIENTO,1
CL57505,SP-46,IMPLEMENTACION,INSTALACION,1
CL57511,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL57539,SP-46/SR-30,IMPLEMENTACION,INSTALACION,2
CL57541,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL57612,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL57637,SP-46,IMPLEMENTACION,INSTALACION,2
CL57879,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL5791,SP-46,INVENTARIO,INVENTARIO,2
CL5794,SP-46/SR-30,IMPLEMENTACION,INSTALACION,2
CL5797,SP-46,INVENTARIO,INVENTARIO,2
CL58003,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL5802,SP-46/SR-30,IMPLEMENTACION,INSTALACION,2
CL5805,SP-46,INVENTARIO,INVENTARIO,1
CL58223,SI-24,PROGRAMACION,MANTENIMIENTO,1
CL58228,SP-46,PROGRAMACION,REEMPLAZAR,1
CL58230,SP-46,INVENTARIO,INVENTARIO,1
CL58230,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL58238,SP-46,PROGRAMACION,REEMPLAZAR,1
CL58242,SP-46,IMPLEMENTACION,INSTALACION,1
CL58242,SP-46,PROGRAMACION,REEMPLAZAR,1
CL58246,SP-46,PROGRAMACION,REEMPLAZAR,1
CL58247,SP-46,PROGRAMACION,MANTENIMIENTO,1
CL58248,SP-46,PROGRAMACION,RETIRAR,1
CL5825,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL58250,SP-46,PROGRAMACION,RETIRAR,2
CL58255,SP-46,PROGRAMACION,REEMPLAZAR,1
CL58263,SP-46,PROGRAMACION,RETIRAR,4
CL58267,SP-46,PROGRAMACION,RETIRAR,1
CL58268,SP-46,INVENTARIO,INVENTARIO,1
CL58268,SP-46,PROGRAMACION,RETIRAR,2
CL58270,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL58295,SI-24,PROGRAMACION,MANTENIMIENTO,1
CL58295,SI-24,PROGRAMACION,REEMPLAZAR,1
CL5834,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL5844,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL58448,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL58450,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL58462,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL58487,SP-46,PROGRAMACION,RETIRAR,1
CL58489,SP-46,IMPLEMENTACION,INSTALACION,1
CL58492,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL58514,SP-46,INVENTARIO,INVENTARIO,1
CL58514,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL58515,SP-46,INVENTARIO,INVENTARIO,1
CL58519,SP-46,IMPLEMENTACION,INSTALACION,1
CL58519,SP-46,PROGRAMACION,RETIRAR,1
CL58523,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL58523,SP-46/SR-30,PROGRAMACION,RETIRAR,1
CL58524,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL58524,SP-46/SR-30,PROGRAMACION,RETIRAR,2
CL58543,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL58554,SP-46/SR-30,PROGRAMACION,MANTENIMIENTO,1
CL58568,SP-46,IMPLEMENTACION,REEMPLAZAR,1
CL58569,SP-46/SR-30,IMPLEMENTACION,INSTALACION,2
CL58581,SP-59A/SP-46A,IMPLEMENTACION,INSTALACION,1
CL58588,SP-46,INVENTARIO,INVENTARIO,1
CL58588,SP-46,PROGRAMACION,MANTENIMIENTO,1
CL58588,SP-46,PROGRAMACION,RETIRAR,1
CL58588,SP-46/SR-30,PROGRAMACION,RETIRAR,1
CL58613,SP-46A/SR-30,IMPLEMENTACION,INSTALACION,2
CL58614,SP-46B,IMPLEMENTACION,INSTALACION,2
CL58660,SP-46,IMPLEMENTACION,INSTALACION,1
CL58700,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL58736,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL58740,SP-46/SR-30,PROGRAMACION,MANTENIMIENTO,1
CL5879,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL58844,SI-24,PROGRAMACION,MANTENIMIENTO,1
CL58888,SP-46/SR-30,INVENTARIO,INVENTARIO,2
CL58895,SP-46/SR-30,IMPLEMENTACION,REEMPLAZAR,1
CL58945,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL58965,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL59008,SP-46,IMPLEMENTACION,INSTALACION,1
CL59011,SP-46A/SR-30,IMPLEMENTACION,INSTALACION,1
CL59042,SP-46,IMPLEMENTACION,INSTALACION,1
CL59042,SP-46A/SR-30,IMPLEMENTACION,INSTALACION,1
CL59043,SP-46,IMPLEMENTACION,INSTALACION,1
CL59043,SP-46/SR-30,PROGRAMACION,REEMPLAZAR,1
CL59045,SP-46,IMPLEMENTACION,INSTALACION,1
CL59055,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL59079,SP-46,IMPLEMENTACION,INSTALACION,1
CL59107,SP-46A/SR-30,IMPLEMENTACION,INSTALACION,2
CL59136,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL59152,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL59156,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL59167,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL59176,SP-46/SR-30,PROGRAMACION,MANTENIMIENTO,1
CL59194,SP-46,PROGRAMACION,MANTENIMIENTO,1
CL59197,SP-46A/SR-30,IMPLEMENTACION,INSTALACION,2
CL5921,SP-46,INVENTARIO,INVENTARIO,1
CL59217,SP-46/SR-30,IMPLEMENTACION,REUBICAR,1
CL59234,SP-46/SR-30,PROGRAMACION,MANTENIMIENTO,1
CL59240,SP-46A/SR-30,IMPLEMENTACION,INSTALACION,1
CL5925,SP-46,IMPLEMENTACION,INSTALACION,1
CL5925,SP-46/SR-30,INVENTARIO,INVENTARIO,2
CL59276,SP-46A/SR-30,IMPLEMENTACION,INSTALACION,1
CL59301,SP-46/SR-30,INVENTARIO,INVENTARIO,2
CL59309,SP-46A/SR-30,IMPLEMENTACION,INSTALACION,1
CL5937,SP-46,PROGRAMACION,MANTENIMIENTO,1
CL59373,SP-46/SR-30,IMPLEMENTACION,INSTALACION,2
CL59373,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL59402,SP-46A/SR-30,IMPLEMENTACION,INSTALACION,1
CL59406,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL59406,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL59409,SP-46,PROGRAMACION,MANTENIMIENTO,1
CL59409,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL59442,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL5949,SP-46,INVENTARIO,INVENTARIO,1
CL59491,SP-46,INVENTARIO,INVENTARIO,1
CL59491,SP-46,PROGRAMACION,REEMPLAZAR,1
CL5952,SP-46,PROGRAMACION,RETIRAR,1
CL59533,SP-46,PROGRAMACION,REEMPLAZAR,1
CL59536,SP-46/SR-30,PROGRAMACION,RETIRAR,2
CL59547,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL59586,SP-46,PROGRAMACION,RETIRAR,2
CL59630,SP-46,PROGRAMACION,RETIRAR,1
CL59651,SP-46,PROGRAMACION,REEMPLAZAR,1
CL59675,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL59675,SP-46/SR-30,PROGRAMACION,RETIRAR,1
CL59693,SP-46/SR-30,PROGRAMACION,RETIRAR,2
CL59697,SP-46/SR-30,PROGRAMACION,RETIRAR,1
CL5971,SP-46A/SR-30,IMPLEMENTACION,INSTALACION,1
CL5971,SP-46B,IMPLEMENTACION,INSTALACION,1
CL59714,SP-46/SR-30,PROGRAMACION,RETIRAR,1
CL59721,SP-46,PROGRAMACION,REEMPLAZAR,1
CL59731,SP-46/SR-30,PROGRAMACION,RETIRAR,1
CL59740,SP-46/SR-30,PROGRAMACION,RETIRAR,1
CL59761,SP-46/SR-30,PROGRAMACION,RETIRAR,2
CL59764,SP-46/SR-30,PROGRAMACION,RETIRAR,1
CL59783,SP-46,PROGRAMACION,RETIRAR,1
CL5979,SP-46,IMPLEMENTACION,REEMPLAZAR,1
CL59810,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL59822,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL59845,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL59863,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL59884,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL59921,SP-46/SR-30,PROGRAMACION,RETIRAR,1
CL59928,SP-46A/SR-30,IMPLEMENTACION,INSTALACION,1
CL59940,SP-46A/SR-30,IMPLEMENTACION,INSTALACION,1
CL59941,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL6001,SP-46/SR-30,IMPLEMENTACION,INSTALACION,2
CL6002,SP-46/SR-30,PROGRAMACION,REEMPLAZAR,1
CL60021,SP-46,PROGRAMACION,REEMPLAZAR,1
CL60021,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL60028,SP-46,IMPLEMENTACION,INSTALACION,1
CL60028,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL60042,SP-46,IMPLEMENTACION,REUBICAR,1
CL60042,SP-46,PROGRAMACION,MANTENIMIENTO,1
CL60091,SP-46,PROGRAMACION,REEMPLAZAR,1
CL6010,SP-46/SR-30,PROGRAMACION,RETIRAR,1
CL60124,SP-46A/SR-30,IMPLEMENTACION,INSTALACION,1
CL60128,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL60150,SP-46A,IMPLEMENTACION,INSTALACION,2
CL60151,SP-46A,IMPLEMENTACION,INSTALACION,1
CL60151,SP-46A/SR-30,IMPLEMENTACION,INSTALACION,1
CL60155,SP-46/SR-30,INVENTARIO,INVENTARIO,4
CL60160,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL60176,SP-46A/SR-30,IMPLEMENTACION,INSTALACION,2
CL60176,SP-46B,IMPLEMENTACION,INSTALACION,2
CL60188,SP-46/SR-30,PROGRAMACION,RETIRAR,1
CL6019,SP-46,INVENTARIO,INVENTARIO,1
CL60201,SP-46,PROGRAMACION,RETIRAR,1
CL60206,SP-46A/SR-30,IMPLEMENTACION,INSTALACION,2
CL60207,SP-46,PROGRAMACION,RETIRAR,1
CL60209,SP-46/SR-30,INVENTARIO,INVENTARIO,2
CL60211,SP-46,INVENTARIO,INVENTARIO,1
CL60215,SP-46,PROGRAMACION,RETIRAR,1
CL60232,SP-46,PROGRAMACION,RETIRAR,1
CL60241,SP-46,PROGRAMACION,REEMPLAZAR,1
CL60241,SP-46,PROGRAMACION,RETIRAR,1
CL60242,SP-46,IMPLEMENTACION,INSTALACION,1
CL60243,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL60243,SP-46/SR-30,PROGRAMACION,MANTENIMIENTO,1
CL60245,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL60297,SP-46,PROGRAMACION,RETIRAR,1
CL60297,SP-46A/SR-30,IMPLEMENTACION,INSTALACION,1
CL60299,SP-46/SR-30,PROGRAMACION,RETIRAR,1
CL60310,SP-46B,IMPLEMENTACION,INSTALACION,1
CL60362,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL604,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL60410,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL60415,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL60442,SP-46A/SR-30,IMPLEMENTACION,INSTALACION,4
CL60442,SP-46B,IMPLEMENTACION,INSTALACION,4
CL60446,SP-46/SR-30,INVENTARIO,INVENTARIO,2
